id,cipher,plain
0ae37bfd-ac79-455c-a1a1-3e3ee0c6b4f4,o tcepsa lacitirc a si ecnalab dna thgiew tfarcria,aircraft weight and balance is a critical aspect o
f677122c-39ed-473a-b85e-8712d722a727,us yna fo tnenopmoc lacitirc a si gninnalp noissim,mission planning is a critical component of any su
77245930-bab9-4273-8302-c3e7e3c96512,labolg eht rof eussi lacitirc a si ytefas noitaiva,aviation safety is a critical issue for the global
6b17b31b-4e42-40ea-8322-273bafda23e3,ed taht enicidem fo hcnarb a si enicidem ecapsorea,aerospace medicine is a branch of medicine that de
a6f55be7-e7e7-4fd7-9e88-2dd9a0a9710d,s a si )mhs( gnirotinom htlaeh larutcurts tfarcria,aircraft structural health monitoring (shm) is a s
8d513e0d-4ad4-4a99-a5c1-201970c770e3,rf ygrene lamreht fo tnemevom eht si refsnart taeh,heat transfer is the movement of thermal energy fr
ad4a95d1-65ef-4638-bca2-3fefed5e555d,pihsnoitaler eht fo yduts eht si ecneics slairetam,materials science is the study of the relationship
fb60fe2f-6a03-472a-a2fb-95e72cc86853,htiw slaed taht scisyhp fo hcnarb eht si scinahcem,mechanics is the branch of physics that deals with
f6456e3d-eab7-408c-98b5-6585ce98cf8b,cs yratilim fo hcnarb a si )we( erafraw cinortcele,electronic warfare (ew) is a branch of military sc
f9558ce6-fac4-43b0-a918-494cdad73912,a fo noitom eht gnillortnoc fo ecneics eht si cng,gnc is the science of controlling the motion of a
4bf0c46b-e371-4283-8fe7-1c02d4c6c1db,ot tsurht gnitareneg fo ssecorp eht si noisluporp,propulsion is the process of generating thrust to
f3e3bb41-212e-4b73-9c5e-8f87043d71f8,olf cinosrepyh gniyduts rof loot lufrewop a si dfc,cfd is a powerful tool for studying hypersonic flo
18587122-1de0-48f3-8073-bb10a3f09903,"f era taht tfarcria era ,senord sa nwonk osla ,sau","uas, also known as drones, are aircraft that are f"
7fae7e8e-682d-43fd-9b9e-5ccb62d0b097,moc lacitirc a era smetsys lortnoc thgilf tfarcria,aircraft flight control systems are a critical com
9e48ec3f-f65d-4855-919d-6dbd49177eea,remun sesu taht scinahcem diulf fo hcnarb a si dfc,cfd is a branch of fluid mechanics that uses numer
efbe7ae7-c912-444d-8576-adaf69b81d65,",seirtsudni ynam rof loot laitnesse na si mac/dac","cad/cam is an essential tool for many industries,"
c4fddfb8-328b-4101-8e76-29bff2f5b214,atsus-efil laitnesse edivorp taht smetsys era ssla,alss are systems that provide essential life-susta
85cb49b2-17a8-42b0-9e90-b309bb1c9504,am fo noitalupinam dna yduts eht si ygolonhcetonan,nanotechnology is the study and manipulation of ma
b5455984-3276-462b-beb3-a1ff16e7239e,no deirrac si taht tnempiuqe eht era sdaolyap vau,uav payloads are the equipment that is carried on
7b7e64ff-0929-4e63-9de6-5a1b4490c4e3,o sevlove etats esohw metsys a si metsys cimanyd a,a dynamic system is a system whose state evolves o
32bb6cad-9ba2-41f7-b915-e270bfc97df9,orrus taht sesag fo reyal niht a si erehpsomta eht,the atmosphere is a thin layer of gases that surro
5277aafc-55ae-4e28-99f2-429aa50126ed,yb dedivorp ecivres a si )cta( lortnoc ciffart ria,air traffic control (atc) is a service provided by
6d438cf6-cf06-46da-9b43-f6dc5e054bb7,"era taht tfarcria era ,senord sa nwonk osla ,svau","uavs, also known as drones, are aircraft that are"
fee9f723-6f1c-4bf9-8cbe-8aced8cedac6,delleporp si taht elitcejorp dediug a si elissim a,a missile is a guided projectile that is propelled
00431bd9-6814-4bbd-bde7-e6594c851a1f,opmoc eht enimreted ot desu era sdohtem lacitylana,analytical methods are used to determine the compo
73014b03-54b0-4579-bc5d-5aa93491c3ba,secorp dlrow-laer a fo noitatimi eht si noitalumis,simulation is the imitation of a real-world proces
32a6f83d-6fa7-45f8-b100-42dad8353c6c,ps fo trap tnatropmi na si noitazimitpo yrotcejart,trajectory optimization is an important part of sp
eac76199-d222-454f-9a70-48c4488ab260,oleved fo ssecorp eht si ngised noissim tfarcecaps,spacecraft mission design is the process of develo
25f34bf0-574f-439c-8749-efc347d5ec8a,taht tfarcria na fo noitidnoc eht si ssenihtrowria,airworthiness is the condition of an aircraft that
d497fabf-041b-4739-91ff-ad95dcdac511,p namuh a tuohtiw nwolf era taht tfarcria era svau,uavs are aircraft that are flown without a human p
92bc1050-0f2b-442f-8249-1305add1e842,a dna ngised ot woh fo yduts eht si yroeht lortnoc,control theory is the study of how to design and a
7ab04773-0246-45c4-8d2d-493b13268cb6,eht gnidnif fo ssecorp eht si noitazimitpo ngised,design optimization is the process of finding the
196c40e2-b08a-47ea-8d8b-c70a6aa6751b,nitamitse fo ssecorp eht si noitciderp ecnamrofrep,performance prediction is the process of estimatin
6f51c391-8626-4c3e-8469-f4c20bfb72cc,uqe na tuoba noitallicso lacinahcem a si noitarbiv,vibration is a mechanical oscillation about an equ
a48b3f4e-ddd5-466f-9ec7-0457fc00800d,divorp taht stnenopmoc eht era serutcurts tfarcria,aircraft structures are the components that provid
59ab654c-3519-49b1-aaa1-843a983bc90c,staeper taht noitallicso lacinahcem a si noitarbiv,vibration is a mechanical oscillation that repeats
2edfb649-5d90-4c64-bb27-bb6597281711,laed taht scisyhp fo hcnarb eht si scinahcem diulf,fluid mechanics is the branch of physics that deal
2ff8c379-e8fb-460d-bcb6-c8c2a54ff209,fed a sah taht tcejbo detcurtsnoc a si erutcurts a,a structure is a constructed object that has a def
05df2666-6ae9-4028-8355-6605d65656cd,fo noitom eht fo yduts eht si scinahcem laitselec,celestial mechanics is the study of the motion of
79394992-c170-41db-a40b-fa8a9e70009a,ht gnitareneg fo ssecorp eht si noisluporp elissim,missile propulsion is the process of generating th
51f32cbf-d339-4818-8077-5586b58fd40a,naht retaerg sdeeps ta thgilf si thgilf cinosrepyh,hypersonic flight is flight at speeds greater than
f9804502-610e-4b9f-8d46-2da38a33ff52,nac dna tfarcria ot drazah suoires a si gninthgil,lightning is a serious hazard to aircraft and can
0de8d405-1051-4309-812a-0d2bb6c07481,cerid fo ecneics eht si )c&g( lortnoc dna ecnadiug,guidance and control (g&c) is the science of direc
f011714b-4ab3-4fea-b051-77a4dd0ae536,w slaed taht scisyhp fo hcnarb a si scimanydomreht,thermodynamics is a branch of physics that deals w
6186973b-8fe3-47f9-b2bc-84531037fded,farcria eht fo trap lativ a si gnitset lennut dniw,wind tunnel testing is a vital part of the aircraf
15d4628d-25a2-4378-bffb-4d0aee7237c8,tom eht fo yduts eht si tfarcecaps fo scimanyd eht,the dynamics of spacecraft is the study of the mot
53134c67-ddee-4350-83bf-227fabd628ad,ned eht hcihw ni wolf diulf a si wolf elbisserpmoc,compressible flow is a fluid flow in which the den
cd2953fc-5314-4df4-b481-c4eeb642e362,neserper detareneg-retupmoc a si noitalumis thgilf,flight simulation is a computer-generated represen
107b9bb2-d884-4ca6-b451-334f15c94fc6,efas rof laitnesse era smetsys noitagivan tfarcria,aircraft navigation systems are essential for safe
14db6063-d135-44a9-83ce-306229044346,a si )odm( noitazimitpo ngised yranilpicsid-itlum,multi-disciplinary design optimization (mdo) is a
1da543dd-b4e8-4a67-ae8b-844c4fb02545,moc fo ssecorp eht si noitargetni smetsys tfarcria,aircraft systems integration is the process of com
f9dcbab1-063a-44c5-966a-9e8772494a87,ahc si taht wolf diulf fo epyt a si wolf tnelubrut,turbulent flow is a type of fluid flow that is cha
21a29fff-249c-4c2b-aa88-f10269f15753,srucco taht thgilf fo epyt a si thgilf cinosrepyh,hypersonic flight is a type of flight that occurs
dd3ae043-3307-4f4f-acc7-94fcc1548de1,sti dna erehpsomta eht fo yduts eht si ygoloroetem,meteorology is the study of the atmosphere and its
e1e6ca99-146b-4b66-a97d-54692322d239,a wen a gnitaerc fo ssecorp eht si ngised tfarcria,aircraft design is the process of creating a new a
1d84f20c-1cac-4e53-862f-3368f81c936f,w slaed taht gnireenigne fo hcnarb eht si scitobor,robotics is the branch of engineering that deals w
d95a20f5-102f-4202-9632-53233fe56cc0,slaed taht scisyhp fo hcnarb eht si scimanydomreht,thermodynamics is the branch of physics that deals
d5fd145d-87a6-498d-a3ac-02b903a60d20,wteb noitcaretni eht fo yduts eht si scitsuocaorea,aeroacoustics is the study of the interaction betw
b78a1c0a-c6b2-4e93-8e33-5f21a7e9292d,empoleved eht fo trap lacitirc a si gnitset thgilf,flight testing is a critical part of the developme
5787f93f-09af-4ce2-a000-1899bade9be9,ted ot sevaw oidar sesu taht ygolonhcet a si radar,radar is a technology that uses radio waves to det
bb18bb5e-54a4-415b-b52f-19f62235a40f,ps a gnilleporp fo dohtem a si noisluporp cirtcele,electric propulsion is a method of propelling a sp
0e6198ae-a193-4999-a7ce-48867e115346,ta levart taht stcejbo fo yduts eht si scinosrepyh,hypersonics is the study of objects that travel at
40950803-db1e-4be2-b4a2-8ac8360b3d98,no tcapmi tnacifingis a evah nac seitivitca namuh,human activities can have a significant impact on
a94d6f3c-ad6d-4b23-a1f8-63bacb09f346,ecudorp ot dengised ydob denilmaerts a si liofria,airfoil is a streamlined body designed to produce
8e039490-3b76-47e0-9602-eb42a1679e9e,sat mrofrep ot ygolonhcet fo esu eht si noitamotua,automation is the use of technology to perform tas
cb4e3fd6-b544-4a9c-a9e1-2bb304206b4e,na fo tnenopmoc lacitirc a era slairetam ecapsorea,aerospace materials are a critical component of an
7eb92ddc-d55a-4e55-9f0a-dbdab5d3978a,"nidulcni ,seitreporp tnereffid ynam evah slairetam","materials have many different properties, includin"
07f89018-8b17-4290-bd58-4acff1ee8aee,"si )cng( lortnoc dna ,noitagivan ,ecnadiug elissim","missile guidance, navigation, and control (gnc) is"
25dea8b9-f6f7-44c3-b346-e51d561a0471,i taht euqinhcet ngised a si gniroliat citsaleorea,aeroelastic tailoring is a design technique that i
9258c3a7-1d9b-4946-a71f-d741c9ecf5cc,f lanoitatupmoc fo hcnarb a si gniledom ecnelubrut,turbulence modeling is a branch of computational f
561ff0ff-2a5a-4151-9111-9306f23b72e9,alp fo ssecorp eht si ngised noissim lacituanortsa,astronautical mission design is the process of pla
0b31ac57-bb92-47b0-acd3-6b05c6ba1081,delleporp era taht selitcejorp dediug era selissim,missiles are guided projectiles that are propelled
7866a78c-d2cf-4e5f-a7d7-cf9a24046c69,nu a sedivorp taht mroftalp erawtfos a si scimanyd,dynamics is a software platform that provides a un
62df3928-0a04-484c-ba44-88c4ece15014,.tfarcria yna fo tnenopmoc lacitirc a era sliofria,airfoils are a critical component of any aircraft.
3248c169-e2da-4d4a-a5e7-933a1dc50fe6,otni sdaolyap reviled ot desu era selcihev hcnual,launch vehicles are used to deliver payloads into
e5288d26-3673-4dd9-8acb-4a51133f647f,caps fo ygolonhcet dna ecneics eht si scituanortsa,astronautics is the science and technology of spac
b79cc787-0053-4571-ad20-a363cb644223,t ni tsissa ot erawtfos retupmoc fo esu eht si eac,cae is the use of computer software to assist in t
e387e1e3-d4f8-499f-af07-f5372ac236df,s a gnipoleved fo ssecorp eht si ngised tfarcecaps,spacecraft design is the process of developing a s
347708ea-5c87-4325-a04f-bcd4b0415d17,t erom desu eb nac )svlr( selcihev hcnual elbasuer,reusable launch vehicles (rlvs) can be used more t
bb445e6f-2dea-45dd-b575-82e6c675bbbe,fo noitom eht fo yduts eht si scimanyd tfarcecaps,spacecraft dynamics is the study of the motion of
82ec734e-99d8-4ad6-9098-78cc85a65df9,nauq lacisyhp a serusaem taht ecived a si rosnes a,a sensor is a device that measures a physical quan
fe3999b7-4402-49a4-8907-761eb01c0471,wteb noitcaretni eht fo yduts eht si scitsuocaorea,aeroacoustics is the study of the interaction betw
b9cc1981-fbc6-4666-a34f-ff2ea25f7973,xelpmoc a si serutcurts yhtrowhsarc fo ngised eht,the design of crashworthy structures is a complex
f512447f-8dcd-4d48-80ba-5afd863baebf,ahc si taht wolf diulf fo epyt a si wolf tnelubrut,turbulent flow is a type of fluid flow that is cha
280cb0c4-e5d0-4fbc-93ce-6dbfecfc1e71,c ti .ytefas tfarcria ot drazah suoires a si gnici,icing is a serious hazard to aircraft safety. it c
2ef7de9b-fb56-4bf3-8fc5-a513a5174e0f,ni rotcaf lacitirc a si noitcuder thgiew tfarcria,aircraft weight reduction is a critical factor in
8926f314-b507-42ca-bf3d-41cd1a18d8cb,oitanibmoc a fo esu eht si lortnoc thgilf tfarcria,aircraft flight control is the use of a combinatio
1f33e549-5d06-4d93-b3f7-ca912693f69b,remun sesu taht scinahcem diulf fo hcnarb a si dfc,cfd is a branch of fluid mechanics that uses numer
98036385-73ed-4ff3-8619-686476f6f4fe,rusne fo enilpicsid eht si gnireenigne ytilibailer,reliability engineering is the discipline of ensur
10983c29-aed1-457d-a7d2-6dbf8cdea3bd,larutan a evah taht tfarcria era tfarcria elbatsnu,unstable aircraft are aircraft that have a natural
2e1f6c8c-dfcc-46bf-8028-39a3ac173e9a,decudorp dnuos fo yduts eht si scitsuoca tfarcria,aircraft acoustics is the study of sound produced
da64bdff-fa8a-442d-911a-a48fc4692151,caorppa yranilpicsiditlum a si gnireenigne smetsys,systems engineering is a multidisciplinary approac
b2e7ebfa-a168-4d11-9853-4afa45ead047,reenigne ecapsorea fo dleif a si thgilf cinosrepyh,hypersonic flight is a field of aerospace engineer
86b00910-135a-4497-88d3-d9feba8114d6,edivorp taht smetsys eht era serutcurts tfarcecaps,spacecraft structures are the systems that provide
f16618bc-5f33-455c-869f-ce973ce166af,yna fo tnenopmoc lacitirc a era smetsys noisluporp,propulsion systems are a critical component of any
d1b66f69-3704-4ece-aeff-8345722d9514,dleif yranilpicsidretni na si gnireenigne smetsys,systems engineering is an interdisciplinary field
64f16442-d502-492d-84f3-8b18e052b427,gnitca secrof eht fo yduts eht si scinahcem thgilf,flight mechanics is the study of the forces acting
e61f2d5f-dd87-4dfd-9174-f57df8495989,taredisnoc ngised lacitirc a si noitcetorp lamreht,thermal protection is a critical design considerat
9efa8337-ca95-4bba-b77f-759ce6492268,ot kcabdeef sesu taht metsys a si metsys lortnoc a,a control system is a system that uses feedback to
de868261-b839-404d-aa24-afd7dcddc45a,"d ,gnorts ,thgiewthgil eb tsum slairetam ecapsorea","aerospace materials must be lightweight, strong, d"
69635053-e83f-49ca-9401-4ebe27e3ec34,ecnallievrus rof desu gnieb ylgnisaercni era svau,uavs are increasingly being used for surveillance
05419702-aad2-4bed-8ab8-fd0fd6dd8852,hc tneicna ni setik htiw detrats yrotsih ecapsorea,aerospace history started with kites in ancient ch
396cedf8-ba6f-452f-a67e-e9fe8c11b306,rucco taht wolf diulf fo epyt a si wolf cinosrepyh,hypersonic flow is a type of fluid flow that occur
5e1d4262-a6db-47be-8bc4-170d0cb1346c,t gnillortnoc fo ssecorp eht si tnemeganam lamreht,thermal management is the process of controlling t
2160d871-4205-4f4d-9abd-96bdf2e8473a,iretcarahc diulf a fo wolf citoahc a si ecnelubrut,turbulence is a chaotic flow of a fluid characteri
342a287f-b884-4bc9-aa90-defdc5c93427,sesu taht metsys noitagivan a si ecnadiug laitreni,inertial guidance is a navigation system that uses
5c04b07e-099f-4ee0-941f-620aa1232411,ivarg ten eht hcihw ni eno si tnemnorivne g-orez a,a zero-g environment is one in which the net gravi
93961f78-af5f-43ec-8571-a0b44d9398ba,- .stuanortsa ot drazah rojam a si noitaidar ecaps,space radiation is a major hazard to astronauts. -
ee8e3b68-ced6-4af5-9a86-1d6b575ea1bb,gninnalp eht htiw slaed taht enilpicsid eht si cng,gnc is the discipline that deals with the planning
1d5c2360-fd07-4a99-a415-d4e82dd5d7a9,t gnitareneg fo ssecorp eht si noisluporp tfarcria,aircraft propulsion is the process of generating t
00ce717e-f80e-4c94-98f9-f77772a962a5,rah fo noitanibmoc xelpmoc a era smetsys ecapsorea,aerospace systems are a complex combination of har
fe967545-6554-43dc-a76f-d3d2020487e8,reenigne ecapsorea fo dleif a si thgilf cinosrepyh,hypersonic flight is a field of aerospace engineer
a30c801b-146d-4cf0-8f9f-a37f8b8db5da,rucco taht wolf diulf fo epyt a si wolf cinosrepyh,hypersonic flow is a type of fluid flow that occur
88ac18f1-62a2-48f4-94ae-403ed998153f,eht ni diulf fo noiger niht a si reyal yradnuob a,a boundary layer is a thin region of fluid in the
20885a99-6866-4bb1-bfc4-c5828384df21,ssecorp eht si noitazimitpo yrotcejart tfarcecaps,spacecraft trajectory optimization is the process
987bcd49-253d-4ca7-81df-257b3b99227e,of eht edivorp taht secived era smetsys noisluporp,propulsion systems are devices that provide the fo
0d05b5e8-578e-4caa-a16d-9be6f4f5a13a,empoleved eht fo trap lacitirc a si gnitset thgilf,flight testing is a critical part of the developme
b5733c3d-dbfa-47a2-8432-d274cb14182c,siuqca tegrat rof desu gnieb ylgnisaercni era svau,uavs are increasingly being used for target acquis
9ab06759-82f5-406d-96d8-d4c3ab2ca5c2,oitcaretni sti dna thgil fo yduts eht si scinotohp,photonics is the study of light and its interactio
34db700b-6efc-47dd-8ea4-43be10674726,art sevaw hcihw yb ssecorp eht si noitagaporp evaw,wave propagation is the process by which waves tra
b4775c73-a98a-42af-9582-cf0a0853bab6,erutcurts gnidliub fo tfarc dna tra eht si yrnosam,masonry is the art and craft of building structure
85d5a468-f6a8-46bb-a3ef-97b022c22dec,tcurtsnoc gnidliub fo epyt a era serutcurts rebmit,timber structures are a type of building construct
b244a112-ed1c-4c96-b33a-2c8d3045cbb9,i .yteicos yna fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of any society. i
4feced0e-c72e-4936-b49f-4e12d33afac1,mi ot desu si taht ssecorp a si noitazilibats lios,soil stabilization is a process that is used to im
1e7d6c25-3ea2-4cb6-b472-7d6f0fbe40b4,teem taht tnempoleved a si tnempoleved elbaniatsus,sustainable development is a development that meet
558c66db-6d66-448f-bf42-aa5a95e25460,ametsys a si )aie( tnemssessa tcapmi latnemnorivne,environmental impact assessment (eia) is a systema
5071ec1b-ddca-4b41-bae2-ecbf8b918f85,gnikam fo ssecorp eht si noitatpada egnahc etamilc,climate change adaptation is the process of making
4d61f4a2-d1b3-46d0-956e-3c670c6e69e5,eicos nredom a fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of a modern socie
02ff3f77-e709-46f0-afbd-e083a9fd1751,efsnart taht erutcurts a fo trap eht si noitadnuof,foundation is the part of a structure that transfe
9a2a05d2-e07c-40d7-8cc5-f58037a4f882,aht erutcurtsarfni fo seceip lacitirc era stropria,airports are critical pieces of infrastructure tha
515be149-101e-4cad-9a9b-72bbf5174f50,ngised fo ecneics dna tra eht si gnireenigne livic,civil engineering is the art and science of design
54974938-008b-43c2-81f7-7ea1453bb837,noitcnuf gnirotser fo ssecorp a si noitatilibaher,rehabilitation is a process of restoring function
ecfad3c1-e28e-4057-9cda-7d1072bb3bb1,si larutcurts yb desuac eb nac sgnidliub ni skcarc,cracks in buildings can be caused by structural is
af784287-12bd-47e8-94e5-dfd986d9703a,aitnesse era tnemtaert retawetsaw dna ylppus retaw,water supply and wastewater treatment are essentia
d9131d8b-4dea-44b0-9ec1-cfc5a795857a,"a ,ymonoce yna fo noitadnuof eht si erutcurtsarfni","infrastructure is the foundation of any economy, a"
d6318e86-8b41-43ab-a664-5a0531513035,sarfni rof smelborp ynam gnisuac si egnahc etamilc,climate change is causing many problems for infras
8263da42-0df4-44f9-957d-579e26a2056b,ngised fo tra dna ecneics eht si gnireenigne revir,river engineering is the science and art of design
88d6b7e8-f648-406d-b550-75b83ff22716,jorp gnidliub a fo noitatneserper latigid a si mib,bim is a digital representation of a building proj
05c1759e-3572-478b-adc8-ffec1aaa17a7,a-ekauqhtrae gnitaulave rof loot elbaulav a si tdn,ndt is a valuable tool for evaluating earthquake-a
9c57fbaf-878e-4b84-9e70-fa1560e24b27,"hto dna ,noitalumis ,gniledom d3 fo esu eht si cdv","vdc is the use of 3d modeling, simulation, and oth"
cdd54fe2-ad57-4abc-9267-8101af54680f,onoce nredom a fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of a modern econo
2f1546c5-ec83-47a4-a805-8fcdb48eb0be,hs latnemadnuf a tuoba thguorb sah ega latigid eht,the digital age has brought about a fundamental sh
089b582c-0057-4468-abfe-62cba722d7c8,i .yteicos yna fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of any society. i
fa005d50-970c-4feb-a4ea-aaee9ca87f43,us eht ot lacitirc era lortnoc dna noitamitse tsoc,cost estimation and control are critical to the su
bf8de3be-96d9-414b-8147-6041be88c25d,etorp rof laitnesse si ngised tnatsiser ekauqhtrae,earthquake resistant design is essential for prote
a405cd86-1ed7-4c6e-aae2-ebf00282ec80,su wolla taht erutcurtsarfni lacitirc era segdirb,bridges are critical infrastructure that allow us
6977c207-731d-417e-b37c-384294ca6004,aheb lacinahcem eht fo yduts eht si scinahcem lios,soil mechanics is the study of the mechanical beha
bb210e07-68b9-480a-9e4d-42d97a5a77f1,essapmocne taht dleif daorb a si gnireenigne livic,civil engineering is a broad field that encompasse
69a9406c-3841-4c87-9062-471d1aeba093,"dna ,noitcurtsnoc ,ngised eht si gnireenigne livic","civil engineering is the design, construction, and"
