id,cipher,plain
b0d57dda-68f3-47d3-a09f-3befafbbc708,boaeykyoz adu fsdojsk ajq qbbqdoyak tsj olq batq a,stability and control are essential for the safe a
c1625dfb-eaae-4131-9f83-6db571d74218,batqoz adakzbyb yb a bzboqvaoyf ijsfqbb tsj yuqdoy,safety analysis is a systematic process for identi
ed4fd52f-3282-4212-a180-933c475c3b95,oljcbo xqfosj fsdojsk (oxf) yb a vqolsu st fsdojsk,thrust vector control (tvc) is a method of control
d5e29869-04f2-475e-abf2-ad4567a69d34,vqfladyfak qdnydqqjydn yb a ejadfl st qdnydqqjydn,mechanical engineering is a branch of engineering
7d9a9595-a77c-4c9e-83a5-af831bb42e69,lziqjbsdyf tkynlo yb a tyqku st aqjsdacoyfb olao u,hypersonic flight is a field of aeronautics that d
a57bf5a9-ffb1-4a3a-bb63-7734630783de,rydu ocddqk oqboydn yb a fjyoyfak ossk tsj olq uqx,wind tunnel testing is a critical tool for the dev
3b5efad5-1a67-4430-9bc9-800b2bbd244e,sjeyoak vqfladyfb yb olq bocuz st olq vsoysd st se,orbital mechanics is the study of the motion of ob
3523e638-7b49-4645-8a4f-51f40a6f43ec,xqlyfkq uzdavyfb yb olq bocuz st olq vsoysd st xql,vehicle dynamics is the study of the motion of veh
c4c70910-a714-43cb-9845-c5776a0444bf,tkynlo oqbo qdnydqqjydn yb a biqfyakymqu tyqku ola,flight test engineering is a specialized field tha
1384d5eb-ca03-4843-87c8-362d7e9fa0b5,bojcfocjak adakzbyb yb olq ijsfqbb st uqoqjvydydn,structural analysis is the process of determining
16cdb762-3e03-4076-9aa6-a08794d35730,bojcfocjak uzdavyfb yb olq bocuz st olq jqbisdbq s,structural dynamics is the study of the response o
fad45a16-4d8c-487d-9c83-673d60523910,vybbykq tkynlo fsdojsk yb olq ijsfqbb st fsdojskky,missile flight control is the process of controlli
a80ece8a-c995-4426-8a62-9ad14f49c2c4,aqjsbiafq vadctafocjydn yb a fsvikqg adu fsviqoyoy,aerospace manufacturing is a complex and competiti
5e8fb06a-be1e-4a44-9ce7-82e7c16aa0de,g-jazb ajq a oziq st qkqfojsvandqoyf jauyaoysd ryo,x-rays are a type of electromagnetic radiation wit
6eee3c4b-ccb0-412a-bed3-cd8f1777e5fc,"kacdfl xqlyfkq ncyuadfq, daxynaoysd, adu fsdojsk (","launch vehicle guidance, navigation, and control ("
789e7766-eb0c-4b46-ba3b-2d04931db9f7,ayjfjato fqjoytyfaoysd yb olq ijsfqbb ez rlyfl a n,aircraft certification is the process by which a g
cf25292c-6a5a-47ce-828e-717d78e911a8,tkynlo oqboydn yb olq ijsfqbb st qxakcaoydn olq iq,flight testing is the process of evaluating the pe
6eb9b904-0e59-45a4-a4bf-617fbe5275fb,ayjfjato dsybq yb a vapsj bscjfq st qdxyjsdvqdoak,aircraft noise is a major source of environmental
529f051b-efca-4124-b960-4ecfb239d5bf,caxb ajq ydfjqabydnkz eqydn cbqu tsj a xajyqoz st,uavs are increasingly being used for a variety of
e4af57d2-526e-41bf-9ff7-4e549d1a2fcf,olq aqjsbiafq yducbojz yb sdq st olq vsbo batqoz-f,the aerospace industry is one of the most safety-c
14ed3656-3a55-47ea-a8ab-a9234f15c60f,ftu yb a dcvqjyfak vqolsu tsj bskxydn olq qhcaoysd,cfd is a numerical method for solving the equation
6abb9d7f-df8a-4b3a-9ff1-6290ddd5d617,rydu ocddqk oqboydn yb a oqfldyhcq cbqu os bocuz o,wind tunnel testing is a technique used to study t
2356a132-96f5-4623-b597-67b26b4111ba,kacdfl xqlyfkqb ajq cbqu os ojadbisjo iazksaub ydo,launch vehicles are used to transport payloads int
229cc5e4-f378-4c69-aab3-68eaa2d1912e,"ncyuadfq, daxynaoysd, adu fsdojsk (ndf) yb a ejadf","guidance, navigation, and control (gnc) is a branc"
72b73a08-4410-4cf4-b6b7-ebbc7fe4ba29,ayjfjato rqynlo adu eakadfq yb a fjyoyfak abiqfo s,aircraft weight and balance is a critical aspect o
cc32e414-8aa1-4eaf-babc-68201dc710ea,vybbysd ikaddydn yb a fjyoyfak fsvisdqdo st adz bc,mission planning is a critical component of any su
4e8887fc-5672-4556-a946-49241739de8e,axyaoysd batqoz yb a fjyoyfak ybbcq tsj olq nkseak,aviation safety is a critical issue for the global
3bdc89cb-dddc-4764-abd3-6480c4b7ba76,aqjsbiafq vquyfydq yb a ejadfl st vquyfydq olao uq,aerospace medicine is a branch of medicine that de
779da8d0-44cc-4bfc-ab0f-3f7c2db5caf8,ayjfjato bojcfocjak lqakol vsdyosjydn (blv) yb a b,aircraft structural health monitoring (shm) is a s
84413735-cad2-44b7-8920-bd2ec99f6ae2,lqao ojadbtqj yb olq vsxqvqdo st olqjvak qdqjnz tj,heat transfer is the movement of thermal energy fr
771e01f3-8d76-43c2-b77b-fe01e64b72e9,vaoqjyakb bfyqdfq yb olq bocuz st olq jqkaoysdblyi,materials science is the study of the relationship
6ecbcdf4-1d31-4266-819d-26ee3c1e9e32,vqfladyfb yb olq ejadfl st ilzbyfb olao uqakb ryol,mechanics is the branch of physics that deals with
42653b91-7120-4b95-962a-adcba1f42ca3,qkqfojsdyf rajtajq (qr) yb a ejadfl st vykyoajz bf,electronic warfare (ew) is a branch of military sc
0f61b9e5-b836-4af1-81c2-cf1c0ff712e5,ndf yb olq bfyqdfq st fsdojskkydn olq vsoysd st a,gnc is the science of controlling the motion of a
6077e5bd-4ce2-41fb-bf36-b2b4e2dbd240,ijsickbysd yb olq ijsfqbb st nqdqjaoydn oljcbo os,propulsion is the process of generating thrust to
94bf9d38-892e-4c77-a864-3d60a053239d,ftu yb a isrqjtck ossk tsj bocuzydn lziqjbsdyf tks,cfd is a powerful tool for studying hypersonic flo
56cc5daf-090c-49a9-a07b-712ea1f76384,"cab, akbs wdsrd ab ujsdqb, ajq ayjfjato olao ajq t","uas, also known as drones, are aircraft that are f"
65483ab7-5984-4435-bb36-6706914b6e01,ayjfjato tkynlo fsdojsk bzboqvb ajq a fjyoyfak fsv,aircraft flight control systems are a critical com
793cd700-33c7-43ad-8f68-0737643eb480,ftu yb a ejadfl st tkcyu vqfladyfb olao cbqb dcvqj,cfd is a branch of fluid mechanics that uses numer
c0389480-68ce-40a6-ab9a-31f63de82046,"fau/fav yb ad qbbqdoyak ossk tsj vadz yducbojyqb,","cad/cam is an essential tool for many industries,"
37caf67b-8f0d-4044-abeb-03cf7faa597f,akbb ajq bzboqvb olao ijsxyuq qbbqdoyak kytq-bcboa,alss are systems that provide essential life-susta
a75acbc2-4bb6-40b6-878e-0145d0af25cf,dadsoqfldsksnz yb olq bocuz adu vadyickaoysd st va,nanotechnology is the study and manipulation of ma
67d6fb78-3b99-4a78-845f-cab90229782e,cax iazksaub ajq olq qhcyivqdo olao yb fajjyqu sd,uav payloads are the equipment that is carried on
e16e1e3a-14b7-4ec9-bb08-ed4465a73175,a uzdavyf bzboqv yb a bzboqv rlsbq boaoq qxskxqb s,a dynamic system is a system whose state evolves o
30f2da0f-f574-4616-b33b-429cc0171cf0,olq aovsbilqjq yb a olyd kazqj st nabqb olao bcjjs,the atmosphere is a thin layer of gases that surro
c579d655-103d-4d0e-a52e-4dfd66c5bf8c,ayj ojattyf fsdojsk (aof) yb a bqjxyfq ijsxyuqu ez,air traffic control (atc) is a service provided by
6b657d1e-ff6a-4cda-bd02-d5d2e7f3f67b,"caxb, akbs wdsrd ab ujsdqb, ajq ayjfjato olao ajq","uavs, also known as drones, are aircraft that are"
84393bb6-7c7d-4381-8d29-e5bdf317ab8e,a vybbykq yb a ncyuqu ijspqfoykq olao yb ijsiqkkqu,a missile is a guided projectile that is propelled
7b555a96-81e1-4928-a4f9-969fc355b9cc,adakzoyfak vqolsub ajq cbqu os uqoqjvydq olq fsvis,analytical methods are used to determine the compo
5093c4d5-2e01-416f-813e-835983203ebd,byvckaoysd yb olq yvyoaoysd st a jqak-rsjku ijsfqb,simulation is the imitation of a real-world proces
3813e4cd-38c8-4dff-b603-87bf465eb7ec,ojapqfosjz sioyvymaoysd yb ad yvisjoado iajo st bi,trajectory optimization is an important part of sp
1d37c1e0-de1a-491c-bae8-c7e7aff750cf,biafqfjato vybbysd uqbynd yb olq ijsfqbb st uqxqks,spacecraft mission design is the process of develo
2baed41e-5ac6-40b7-b642-875eb0baffff,ayjrsjolydqbb yb olq fsduyoysd st ad ayjfjato olao,airworthiness is the condition of an aircraft that
7dbc8a06-e6f9-4c0d-b6df-122f7ff810df,caxb ajq ayjfjato olao ajq tksrd ryolsco a lcvad i,uavs are aircraft that are flown without a human p
a6b5efbd-3285-4b97-8295-0cd05015fc47,fsdojsk olqsjz yb olq bocuz st lsr os uqbynd adu a,control theory is the study of how to design and a
6ce27425-4fe2-466d-afd2-924b32159ea4,uqbynd sioyvymaoysd yb olq ijsfqbb st tyduydn olq,design optimization is the process of finding the
7da2b9f2-97f9-4a0c-8211-8102a95f38bf,iqjtsjvadfq ijquyfoysd yb olq ijsfqbb st qboyvaoyd,performance prediction is the process of estimatin
2e122531-c81c-4ef1-877b-128fa947afea,xyejaoysd yb a vqfladyfak sbfykkaoysd aesco ad qhc,vibration is a mechanical oscillation about an equ
31683c05-6142-42ff-94d1-b8ef8bef5560,ayjfjato bojcfocjqb ajq olq fsvisdqdob olao ijsxyu,aircraft structures are the components that provid
498e13ac-140a-4cc3-80f7-7874b7da4263,xyejaoysd yb a vqfladyfak sbfykkaoysd olao jqiqaob,vibration is a mechanical oscillation that repeats
bb99be0f-b5f8-45b3-9224-b2947143c239,tkcyu vqfladyfb yb olq ejadfl st ilzbyfb olao uqak,fluid mechanics is the branch of physics that deal
0877cd57-ea40-4bc9-8d6a-faa160a29f29,a bojcfocjq yb a fsdbojcfoqu sepqfo olao lab a uqt,a structure is a constructed object that has a def
81a364ce-0e53-41ca-be6f-fdd2b3b481de,fqkqboyak vqfladyfb yb olq bocuz st olq vsoysd st,celestial mechanics is the study of the motion of
bd700033-50a6-44f8-a945-7f78b558b004,vybbykq ijsickbysd yb olq ijsfqbb st nqdqjaoydn ol,missile propulsion is the process of generating th
85cda187-f52a-4c98-afbf-d489ed77a058,lziqjbsdyf tkynlo yb tkynlo ao biqqub njqaoqj olad,hypersonic flight is flight at speeds greater than
cfafc5e9-6fde-4502-a23c-70de4d160b19,kynlodydn yb a bqjyscb lamaju os ayjfjato adu fad,lightning is a serious hazard to aircraft and can
b065252e-08c5-4ae1-af69-ee82035267a1,ncyuadfq adu fsdojsk (n&f) yb olq bfyqdfq st uyjqf,guidance and control (g&c) is the science of direc
72f7e894-7fb3-44f5-8dab-25b95c7e0f52,olqjvsuzdavyfb yb a ejadfl st ilzbyfb olao uqakb r,thermodynamics is a branch of physics that deals w
2450c61c-0e6e-488e-8c31-1b6903c26b91,rydu ocddqk oqboydn yb a xyoak iajo st olq ayjfjat,wind tunnel testing is a vital part of the aircraf
e32ff0e0-763b-4e31-9ae9-874b72254235,olq uzdavyfb st biafqfjato yb olq bocuz st olq vso,the dynamics of spacecraft is the study of the mot
c7df0790-9f67-4c6e-b91a-f47931ea3257,fsvijqbbyekq tksr yb a tkcyu tksr yd rlyfl olq uqd,compressible flow is a fluid flow in which the den
4bd10ca9-ada7-459d-9b29-3e05fb0470df,tkynlo byvckaoysd yb a fsvicoqj-nqdqjaoqu jqijqbqd,flight simulation is a computer-generated represen
0afbde3b-c715-4a43-9a6c-a1686690ab50,ayjfjato daxynaoysd bzboqvb ajq qbbqdoyak tsj batq,aircraft navigation systems are essential for safe
94f6fb22-4ca7-42c8-a644-888cd8a450af,vckoy-uybfyikydajz uqbynd sioyvymaoysd (vus) yb a,multi-disciplinary design optimization (mdo) is a
6f0aacd8-7df1-46b6-9c92-142e59a1f59e,ayjfjato bzboqvb ydoqnjaoysd yb olq ijsfqbb st fsv,aircraft systems integration is the process of com
c8be8427-d2cb-463c-a150-c951c42a6ac3,ocjeckqdo tksr yb a oziq st tkcyu tksr olao yb fla,turbulent flow is a type of fluid flow that is cha
bdd59921-e73b-472a-9169-68ab68232ed8,lziqjbsdyf tkynlo yb a oziq st tkynlo olao sffcjb,hypersonic flight is a type of flight that occurs
bc4789cd-364d-4563-8a89-1920c461af67,vqoqsjsksnz yb olq bocuz st olq aovsbilqjq adu yob,meteorology is the study of the atmosphere and its
96ffc4f2-f71f-4a72-ba2c-37a113c103c6,ayjfjato uqbynd yb olq ijsfqbb st fjqaoydn a dqr a,aircraft design is the process of creating a new a
8e771db4-4b92-4ead-a23f-830ee86dcd0b,jsesoyfb yb olq ejadfl st qdnydqqjydn olao uqakb r,robotics is the branch of engineering that deals w
51221bdb-e028-439f-9ef1-ea3d01be151d,olqjvsuzdavyfb yb olq ejadfl st ilzbyfb olao uqakb,thermodynamics is the branch of physics that deals
06a6d169-7670-49b2-bcef-d045b1e79e94,aqjsafscboyfb yb olq bocuz st olq ydoqjafoysd eqor,aeroacoustics is the study of the interaction betw
e538935c-b0df-4234-a98c-5ff802b72146,tkynlo oqboydn yb a fjyoyfak iajo st olq uqxqksivq,flight testing is a critical part of the developme
aae72d2c-2119-4511-bf73-fc7ed7f2868b,jauaj yb a oqfldsksnz olao cbqb jauys raxqb os uqo,radar is a technology that uses radio waves to det
62d2e953-d9ee-408d-8377-bb5594e8e2dd,qkqfojyf ijsickbysd yb a vqolsu st ijsiqkkydn a bi,electric propulsion is a method of propelling a sp
3a5f754f-a5c8-4370-903a-08be8a9b9662,lziqjbsdyfb yb olq bocuz st sepqfob olao ojaxqk ao,hypersonics is the study of objects that travel at
048ba066-526d-4683-b642-64e88fe8711c,lcvad afoyxyoyqb fad laxq a byndytyfado yviafo sd,human activities can have a significant impact on
d5050ad7-0617-4601-ae7e-f642d80af5da,ayjtsyk yb a bojqavkydqu esuz uqbyndqu os ijsucfq,airfoil is a streamlined body designed to produce
0767f800-5fe6-43d6-a01b-a03284dd5adb,acosvaoysd yb olq cbq st oqfldsksnz os iqjtsjv oab,automation is the use of technology to perform tas
4cfc113a-686d-45d1-b89b-0192db21027a,aqjsbiafq vaoqjyakb ajq a fjyoyfak fsvisdqdo st ad,aerospace materials are a critical component of an
afc6bb23-b93c-491a-8aca-48aeafc320e3,"vaoqjyakb laxq vadz uyttqjqdo ijsiqjoyqb, ydfkcuyd","materials have many different properties, includin"
9055bed4-bf32-403c-b67f-560a0912c521,"vybbykq ncyuadfq, daxynaoysd, adu fsdojsk (ndf) yb","missile guidance, navigation, and control (gnc) is"
012272dc-a32a-43e0-ae5b-0b7f21f43fcf,aqjsqkaboyf oayksjydn yb a uqbynd oqfldyhcq olao y,aeroelastic tailoring is a design technique that i
ddb64fec-2ddf-4b38-b9f7-ebebb334f77e,ocjeckqdfq vsuqkydn yb a ejadfl st fsvicoaoysdak t,turbulence modeling is a branch of computational f
471b0d4c-b5a6-4449-a064-45f53ea46fd2,abojsdacoyfak vybbysd uqbynd yb olq ijsfqbb st ika,astronautical mission design is the process of pla
c2c5cdd4-8eea-4f82-82a3-f08c8f84ab06,vybbykqb ajq ncyuqu ijspqfoykqb olao ajq ijsiqkkqu,missiles are guided projectiles that are propelled
6c61cac2-a648-4706-9360-a8de4e054f13,uzdavyfb yb a bstorajq ikaotsjv olao ijsxyuqb a cd,dynamics is a software platform that provides a un
e605f547-a6d8-42f0-bf8e-236312bffe61,ayjtsykb ajq a fjyoyfak fsvisdqdo st adz ayjfjato.,airfoils are a critical component of any aircraft.
fa18fdaa-fed5-4a7f-b6e6-094699ce1d85,kacdfl xqlyfkqb ajq cbqu os uqkyxqj iazksaub ydos,launch vehicles are used to deliver payloads into
c6c39bee-3aac-4980-9c1f-7bc8534c614b,abojsdacoyfb yb olq bfyqdfq adu oqfldsksnz st biaf,astronautics is the science and technology of spac
65a2d339-b7dc-4067-8f22-47702b9a5aac,faq yb olq cbq st fsvicoqj bstorajq os abbybo yd o,cae is the use of computer software to assist in t
2056c982-cbef-4c0d-bd32-51f90a439753,biafqfjato uqbynd yb olq ijsfqbb st uqxqksiydn a b,spacecraft design is the process of developing a s
1da4b30a-18b8-477e-884c-ae35cdfe6156,jqcbaekq kacdfl xqlyfkqb (jkxb) fad eq cbqu vsjq o,reusable launch vehicles (rlvs) can be used more t
cca3bd29-9169-4fed-9452-92f0314a7023,biafqfjato uzdavyfb yb olq bocuz st olq vsoysd st,spacecraft dynamics is the study of the motion of
4ee508c3-7efd-4435-8f0f-7bfec8830f4a,a bqdbsj yb a uqxyfq olao vqabcjqb a ilzbyfak hcad,a sensor is a device that measures a physical quan
60fe77f7-0390-48ea-b580-854b7d9a3959,aqjsafscboyfb yb olq bocuz st olq ydoqjafoysd eqor,aeroacoustics is the study of the interaction betw
27c4a282-b32b-4d5e-bda0-67d654046af9,olq uqbynd st fjablrsjolz bojcfocjqb yb a fsvikqg,the design of crashworthy structures is a complex
6b49b72e-efb7-49ca-93d9-9ebf437cfd88,ocjeckqdo tksr yb a oziq st tkcyu tksr olao yb fla,turbulent flow is a type of fluid flow that is cha
1a57c5d8-f154-43a2-b132-81413d6d668a,yfydn yb a bqjyscb lamaju os ayjfjato batqoz. yo f,icing is a serious hazard to aircraft safety. it c
c03577ef-cadd-4e31-8522-7785c655c634,ayjfjato rqynlo jqucfoysd yb a fjyoyfak tafosj yd,aircraft weight reduction is a critical factor in
086e2b75-7816-4479-ac0a-487e5d5b8c0f,ayjfjato tkynlo fsdojsk yb olq cbq st a fsveydaoys,aircraft flight control is the use of a combinatio
a4957207-1858-4c05-805b-2ede0b37312a,ftu yb a ejadfl st tkcyu vqfladyfb olao cbqb dcvqj,cfd is a branch of fluid mechanics that uses numer
6ebe7b97-0e73-47e2-8374-6b54872a34d5,jqkyaeykyoz qdnydqqjydn yb olq uybfyikydq st qdbcj,reliability engineering is the discipline of ensur
2ea421cd-c441-4115-bb01-bec55a04f6d7,cdboaekq ayjfjato ajq ayjfjato olao laxq a daocjak,unstable aircraft are aircraft that have a natural
a3797375-37d4-48db-8998-bb72ca6ce0e3,ayjfjato afscboyfb yb olq bocuz st bscdu ijsucfqu,aircraft acoustics is the study of sound produced
7654975d-65ef-4c53-9e49-0f25ea9fe75a,bzboqvb qdnydqqjydn yb a vckoyuybfyikydajz aiijsaf,systems engineering is a multidisciplinary approac
f8ec0a1d-e21d-428a-b796-e3a3055111ab,lziqjbsdyf tkynlo yb a tyqku st aqjsbiafq qdnydqqj,hypersonic flight is a field of aerospace engineer
0fa6161b-30f8-4918-bd4a-e4c58cc93b49,biafqfjato bojcfocjqb ajq olq bzboqvb olao ijsxyuq,spacecraft structures are the systems that provide
b62d00e4-aff8-4f8a-9369-1fd7ddc69111,ijsickbysd bzboqvb ajq a fjyoyfak fsvisdqdo st adz,propulsion systems are a critical component of any
417b7f37-11c4-4874-aac5-c241e53c4f55,bzboqvb qdnydqqjydn yb ad ydoqjuybfyikydajz tyqku,systems engineering is an interdisciplinary field
0ba5bfa0-1a1d-4a7c-a739-3eea082a2081,tkynlo vqfladyfb yb olq bocuz st olq tsjfqb afoydn,flight mechanics is the study of the forces acting
24a2589a-ee3e-4c1c-a469-315181667b38,olqjvak ijsoqfoysd yb a fjyoyfak uqbynd fsdbyuqjao,thermal protection is a critical design considerat
663a67f9-682d-4dfe-865a-2c0a1d27de8d,a fsdojsk bzboqv yb a bzboqv olao cbqb tqqueafw os,a control system is a system that uses feedback to
909dd348-52fd-4063-8e15-453d1d40174f,"aqjsbiafq vaoqjyakb vcbo eq kynlorqynlo, bojsdn, u","aerospace materials must be lightweight, strong, d"
1877bf3b-69ea-4d17-8e13-4d1525a51877,caxb ajq ydfjqabydnkz eqydn cbqu tsj bcjxqykkadfq,uavs are increasingly being used for surveillance
79d3d93b-4b45-44eb-af02-64b9faee9178,aqjsbiafq lybosjz boajoqu ryol wyoqb yd adfyqdo fl,aerospace history started with kites in ancient ch
0aa1f381-9aa5-4400-b712-799646abdce9,lziqjbsdyf tksr yb a oziq st tkcyu tksr olao sffcj,hypersonic flow is a type of fluid flow that occur
52382663-252a-47a7-abc0-96c671f9e626,olqjvak vadanqvqdo yb olq ijsfqbb st fsdojskkydn o,thermal management is the process of controlling t
b15c3d6a-7e8b-4d46-b1c2-0e4b561909ce,ocjeckqdfq yb a flasoyf tksr st a tkcyu flajafoqjy,turbulence is a chaotic flow of a fluid characteri
345dc359-9aca-4542-8018-e0a49e3fcc59,ydqjoyak ncyuadfq yb a daxynaoysd bzboqv olao cbqb,inertial guidance is a navigation system that uses
212c26ff-10dc-49c7-9232-fb23e213989f,a mqjs-n qdxyjsdvqdo yb sdq yd rlyfl olq dqo njaxy,a zero-g environment is one in which the net gravi
37b4ebda-4430-4d79-b32d-eac0d94735e8,biafq jauyaoysd yb a vapsj lamaju os abojsdacob. -,space radiation is a major hazard to astronauts. -
6000d2a6-009b-4150-b53e-c27f13c80e46,ndf yb olq uybfyikydq olao uqakb ryol olq ikaddydn,gnc is the discipline that deals with the planning
7d9e8b8b-48c2-462e-bbbf-bd1beb6f7b8b,ayjfjato ijsickbysd yb olq ijsfqbb st nqdqjaoydn o,aircraft propulsion is the process of generating t
6303f3b6-9fcd-4767-b9d6-c629becb8280,aqjsbiafq bzboqvb ajq a fsvikqg fsveydaoysd st laj,aerospace systems are a complex combination of har
12080b74-242b-43a4-8024-b03dd115ecb2,lziqjbsdyf tkynlo yb a tyqku st aqjsbiafq qdnydqqj,hypersonic flight is a field of aerospace engineer
1a2cd06d-b95c-414a-a11c-19fe2223df8f,lziqjbsdyf tksr yb a oziq st tkcyu tksr olao sffcj,hypersonic flow is a type of fluid flow that occur
ac1686de-e801-41bb-a882-9b4c06f2b4c5,a escduajz kazqj yb a olyd jqnysd st tkcyu yd olq,a boundary layer is a thin region of fluid in the
848dd5e6-99ab-4d41-9f44-70df15d1122a,biafqfjato ojapqfosjz sioyvymaoysd yb olq ijsfqbb,spacecraft trajectory optimization is the process
8e308ed1-9e1b-4351-9539-5ff68e03248b,ijsickbysd bzboqvb ajq uqxyfqb olao ijsxyuq olq ts,propulsion systems are devices that provide the fo
d1b91584-74d1-442d-a609-aa0c883b93d2,tkynlo oqboydn yb a fjyoyfak iajo st olq uqxqksivq,flight testing is a critical part of the developme
05834c77-df6e-41d8-8cdc-f8fa3794e89b,caxb ajq ydfjqabydnkz eqydn cbqu tsj oajnqo afhcyb,uavs are increasingly being used for target acquis
098c1b3a-40fb-447a-bbf1-f5cd11e7be8a,ilsosdyfb yb olq bocuz st kynlo adu yob ydoqjafoys,photonics is the study of light and its interactio
a7b7b0ae-e825-406f-b1a6-84eeaf19b406,raxq ijsianaoysd yb olq ijsfqbb ez rlyfl raxqb oja,wave propagation is the process by which waves tra
2409fa84-9e07-4cd8-a463-0afe9cc959c9,vabsdjz yb olq ajo adu fjato st ecykuydn bojcfocjq,masonry is the art and craft of building structure
e9fcbf0e-eb03-406f-8f8a-5b70fc5e4492,oyveqj bojcfocjqb ajq a oziq st ecykuydn fsdbojcfo,timber structures are a type of building construct
bc09e91c-af83-46fe-9da2-33b5161b09be,ydtjabojcfocjq yb olq tscduaoysd st adz bsfyqoz. y,infrastructure is the foundation of any society. i
41b61426-580e-405f-9405-31816fb3f119,bsyk boaeykymaoysd yb a ijsfqbb olao yb cbqu os yv,soil stabilization is a process that is used to im
5c89e53e-6e67-455c-80e6-2738c0545d3c,bcboaydaekq uqxqksivqdo yb a uqxqksivqdo olao vqqo,sustainable development is a development that meet
c32f44c9-9c96-4d3c-bda0-2ed7634ceba2,qdxyjsdvqdoak yviafo abbqbbvqdo (qya) yb a bzboqva,environmental impact assessment (eia) is a systema
1148a38a-df6e-4a51-b310-4f80ac612994,fkyvaoq fladnq auaioaoysd yb olq ijsfqbb st vawydn,climate change adaptation is the process of making
0c8982fa-7d7a-416e-b7d8-5c6171eb336b,ydtjabojcfocjq yb olq tscduaoysd st a vsuqjd bsfyq,infrastructure is the foundation of a modern socie
04efb0ff-9ff3-48e2-8450-8a1166a8fd7d,tscduaoysd yb olq iajo st a bojcfocjq olao ojadbtq,foundation is the part of a structure that transfe
7c8b7bba-4086-4103-96b8-d3efa6a9eea8,ayjisjob ajq fjyoyfak iyqfqb st ydtjabojcfocjq ola,airports are critical pieces of infrastructure tha
