id,cipher,plain
4c420dbe-5617-4472-b510-cf1d0deba514,nu a sedivorp taht mroftalp erawtfos a si scimanyd,dynamics is a software platform that provides a un
017c5983-221a-4924-a06d-2361760ee8f0,.tfarcria yna fo tnenopmoc lacitirc a era sliofria,airfoils are a critical component of any aircraft.
27b53ba5-8e4b-4636-aa57-f8d3dd7c34ce,otni sdaolyap reviled ot desu era selcihev hcnual,launch vehicles are used to deliver payloads into
f9091a37-5aba-4f2c-a8e2-db271ee6c99a,caps fo ygolonhcet dna ecneics eht si scituanortsa,astronautics is the science and technology of spac
1919a3d2-eb78-4ad3-9d32-748503431566,t ni tsissa ot erawtfos retupmoc fo esu eht si eac,cae is the use of computer software to assist in t
2d443d0b-adf1-471d-a687-1ea5f906e42b,s a gnipoleved fo ssecorp eht si ngised tfarcecaps,spacecraft design is the process of developing a s
61ba87b1-be0c-4476-978a-c888489e80de,t erom desu eb nac )svlr( selcihev hcnual elbasuer,reusable launch vehicles (rlvs) can be used more t
5c93d1b8-ddf2-4d1d-ac03-6a8609899e37,fo noitom eht fo yduts eht si scimanyd tfarcecaps,spacecraft dynamics is the study of the motion of
0822f4e5-d203-4e76-afbf-46c6bd22a594,nauq lacisyhp a serusaem taht ecived a si rosnes a,a sensor is a device that measures a physical quan
962318cf-f8c8-4676-927e-b175a9de3f19,wteb noitcaretni eht fo yduts eht si scitsuocaorea,aeroacoustics is the study of the interaction betw
1c6d8921-3041-4689-a09f-e881b5b36cac,xelpmoc a si serutcurts yhtrowhsarc fo ngised eht,the design of crashworthy structures is a complex
cd8946af-5250-4903-ace7-1036a05adca8,ahc si taht wolf diulf fo epyt a si wolf tnelubrut,turbulent flow is a type of fluid flow that is cha
a08031b0-58a3-4eb4-99f5-cc5a76868064,c ti .ytefas tfarcria ot drazah suoires a si gnici,icing is a serious hazard to aircraft safety. it c
92bd7b79-1a71-48c9-9f6d-5284ded1c0e6,ni rotcaf lacitirc a si noitcuder thgiew tfarcria,aircraft weight reduction is a critical factor in
ade23ad3-4ab7-491a-b431-aefc70e28676,oitanibmoc a fo esu eht si lortnoc thgilf tfarcria,aircraft flight control is the use of a combinatio
463d1a98-11ed-4552-8e69-a157d2661e85,remun sesu taht scinahcem diulf fo hcnarb a si dfc,cfd is a branch of fluid mechanics that uses numer
d0ea6973-1394-45ae-85fb-ece362b16a15,rusne fo enilpicsid eht si gnireenigne ytilibailer,reliability engineering is the discipline of ensur
ba76e3b8-5ab6-4908-8a41-06861d4eff6d,larutan a evah taht tfarcria era tfarcria elbatsnu,unstable aircraft are aircraft that have a natural
68b60a11-2278-4cb6-b86b-6c5d2ee3c64f,decudorp dnuos fo yduts eht si scitsuoca tfarcria,aircraft acoustics is the study of sound produced
adb67c0a-dc5b-43e8-ac1f-e4c16ca8593a,caorppa yranilpicsiditlum a si gnireenigne smetsys,systems engineering is a multidisciplinary approac
432ff2b9-ce3a-46b1-8fd0-357f40be2197,reenigne ecapsorea fo dleif a si thgilf cinosrepyh,hypersonic flight is a field of aerospace engineer
aab5acc7-1738-412b-8629-a49fbf3b188e,edivorp taht smetsys eht era serutcurts tfarcecaps,spacecraft structures are the systems that provide
5ee5b2fa-7489-4014-8728-3d065eefc638,yna fo tnenopmoc lacitirc a era smetsys noisluporp,propulsion systems are a critical component of any
1a652589-faff-4b7d-86df-a3474044531e,dleif yranilpicsidretni na si gnireenigne smetsys,systems engineering is an interdisciplinary field
ea9823c4-455e-45f3-817c-74a033646d8f,gnitca secrof eht fo yduts eht si scinahcem thgilf,flight mechanics is the study of the forces acting
70a1af83-bebe-48a7-9a7a-14ba7e94d642,taredisnoc ngised lacitirc a si noitcetorp lamreht,thermal protection is a critical design considerat
ebaf9198-7211-455b-b788-73b75bc9cef8,ot kcabdeef sesu taht metsys a si metsys lortnoc a,a control system is a system that uses feedback to
febddb8c-c611-4590-9838-1f7ff30c2641,"d ,gnorts ,thgiewthgil eb tsum slairetam ecapsorea","aerospace materials must be lightweight, strong, d"
d1cedb8f-32e6-429f-8ccc-f50ac0c0d286,ecnallievrus rof desu gnieb ylgnisaercni era svau,uavs are increasingly being used for surveillance
b5703ea6-efc5-45a2-a700-efcefb48ca8a,hc tneicna ni setik htiw detrats yrotsih ecapsorea,aerospace history started with kites in ancient ch
5668098a-3ea2-4c4b-a5ec-5ba571b7bfa6,rucco taht wolf diulf fo epyt a si wolf cinosrepyh,hypersonic flow is a type of fluid flow that occur
bf3b0037-8d2c-4ef0-9e5d-b4e0dbef6a58,t gnillortnoc fo ssecorp eht si tnemeganam lamreht,thermal management is the process of controlling t
cc46db24-4912-4368-b79d-174de8d7cc99,iretcarahc diulf a fo wolf citoahc a si ecnelubrut,turbulence is a chaotic flow of a fluid characteri
8ea2aa03-f418-472b-a24e-16ec743bf515,sesu taht metsys noitagivan a si ecnadiug laitreni,inertial guidance is a navigation system that uses
5748da96-ddac-41f7-a46c-d439d94f8077,ivarg ten eht hcihw ni eno si tnemnorivne g-orez a,a zero-g environment is one in which the net gravi
575f6d5c-fd07-4f9f-b65f-dc77ae3ee43b,- .stuanortsa ot drazah rojam a si noitaidar ecaps,space radiation is a major hazard to astronauts. -
a07028e9-c47a-4fc8-a730-9b4d5a89e08d,gninnalp eht htiw slaed taht enilpicsid eht si cng,gnc is the discipline that deals with the planning
501789d7-b0bd-476f-8e37-3f5f07cae2f9,t gnitareneg fo ssecorp eht si noisluporp tfarcria,aircraft propulsion is the process of generating t
aaed8dbf-66ed-41de-bd4c-77436c171621,rah fo noitanibmoc xelpmoc a era smetsys ecapsorea,aerospace systems are a complex combination of har
4e044caf-f011-4afe-9f6f-7fefed3ccab2,reenigne ecapsorea fo dleif a si thgilf cinosrepyh,hypersonic flight is a field of aerospace engineer
c4601fab-f5ef-47d2-afcb-98f2c369b118,rucco taht wolf diulf fo epyt a si wolf cinosrepyh,hypersonic flow is a type of fluid flow that occur
e3e5a4ec-9fa3-4792-8ebe-38ff3f4e9a91,eht ni diulf fo noiger niht a si reyal yradnuob a,a boundary layer is a thin region of fluid in the
87f882e3-1f1a-488e-8906-d1215248b007,ssecorp eht si noitazimitpo yrotcejart tfarcecaps,spacecraft trajectory optimization is the process
d2d3bb14-cf4c-4559-87f4-baf28c48ffd4,of eht edivorp taht secived era smetsys noisluporp,propulsion systems are devices that provide the fo
59539f19-1ace-435a-b5d7-5a771bb403f2,empoleved eht fo trap lacitirc a si gnitset thgilf,flight testing is a critical part of the developme
95d5311b-c78b-4df6-8ca0-154ac7a37cb8,siuqca tegrat rof desu gnieb ylgnisaercni era svau,uavs are increasingly being used for target acquis
b1385c25-50c9-4ed7-b766-1602d40ca850,oitcaretni sti dna thgil fo yduts eht si scinotohp,photonics is the study of light and its interactio
ed70fbd9-d6a5-4745-b56f-5a820092cb19,art sevaw hcihw yb ssecorp eht si noitagaporp evaw,wave propagation is the process by which waves tra
f42590a6-14b3-43b8-b165-45141734151c,erutcurts gnidliub fo tfarc dna tra eht si yrnosam,masonry is the art and craft of building structure
b06bcb94-445b-429b-b5f9-a02a6b5f73f2,tcurtsnoc gnidliub fo epyt a era serutcurts rebmit,timber structures are a type of building construct
fdd621cf-df8c-400d-a1e1-3f05517f9329,i .yteicos yna fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of any society. i
67f0928e-53bf-42a9-a48c-853383f73536,mi ot desu si taht ssecorp a si noitazilibats lios,soil stabilization is a process that is used to im
58a5cd33-6406-457d-a282-16d47a2dafec,teem taht tnempoleved a si tnempoleved elbaniatsus,sustainable development is a development that meet
07c7a887-200f-4c81-a9bf-6f1a23926913,ametsys a si )aie( tnemssessa tcapmi latnemnorivne,environmental impact assessment (eia) is a systema
89e1dfd5-05f4-41af-b766-17b4e8252bbd,gnikam fo ssecorp eht si noitatpada egnahc etamilc,climate change adaptation is the process of making
35beb986-5322-4f66-ad5e-a10730ddd07d,eicos nredom a fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of a modern socie
02a4049c-3a6e-48a8-827d-e31455212cb5,efsnart taht erutcurts a fo trap eht si noitadnuof,foundation is the part of a structure that transfe
ffd0df37-9d7a-475a-acec-816584218282,aht erutcurtsarfni fo seceip lacitirc era stropria,airports are critical pieces of infrastructure tha
4974f07f-39c8-4399-8a1e-8fe1fa265acd,ngised fo ecneics dna tra eht si gnireenigne livic,civil engineering is the art and science of design
c3e2b460-95fe-4ebe-88ad-3eeff69af2b4,noitcnuf gnirotser fo ssecorp a si noitatilibaher,rehabilitation is a process of restoring function
9171634d-c93f-4af6-814e-588ac5a60a6b,si larutcurts yb desuac eb nac sgnidliub ni skcarc,cracks in buildings can be caused by structural is
cfc7b6b5-5169-43fe-a051-b643e6c6474e,aitnesse era tnemtaert retawetsaw dna ylppus retaw,water supply and wastewater treatment are essentia
4b1d48ef-4ceb-4641-af73-f7fe6b449bf1,"a ,ymonoce yna fo noitadnuof eht si erutcurtsarfni","infrastructure is the foundation of any economy, a"
770149c9-6155-4ba8-a44f-cf5ebad929c9,sarfni rof smelborp ynam gnisuac si egnahc etamilc,climate change is causing many problems for infras
8df1803a-4d00-47df-a531-2146fef7a9c4,ngised fo tra dna ecneics eht si gnireenigne revir,river engineering is the science and art of design
193247a9-0d50-431f-b186-e91dad3f1131,jorp gnidliub a fo noitatneserper latigid a si mib,bim is a digital representation of a building proj
5e57c2d1-b4c0-4768-95f9-9afa6f2f7aa0,a-ekauqhtrae gnitaulave rof loot elbaulav a si tdn,ndt is a valuable tool for evaluating earthquake-a
ebc9d241-8685-4586-be43-470613961b43,"hto dna ,noitalumis ,gniledom d3 fo esu eht si cdv","vdc is the use of 3d modeling, simulation, and oth"
249e710f-6eca-4889-8a49-b396d5e49f5e,onoce nredom a fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of a modern econo
d49cee35-e64d-4b90-9264-8627f18cb644,hs latnemadnuf a tuoba thguorb sah ega latigid eht,the digital age has brought about a fundamental sh
3d536c9c-51df-46dc-b87d-891f561759bc,i .yteicos yna fo noitadnuof eht si erutcurtsarfni,infrastructure is the foundation of any society. i
0a5fead2-a704-43eb-b597-31109663b517,us eht ot lacitirc era lortnoc dna noitamitse tsoc,cost estimation and control are critical to the su
740e6eb1-9d97-4a5a-b3e1-3ba191b4620f,etorp rof laitnesse si ngised tnatsiser ekauqhtrae,earthquake resistant design is essential for prote
6d8a77da-0e20-4600-a80f-faf5e47bf8a1,su wolla taht erutcurtsarfni lacitirc era segdirb,bridges are critical infrastructure that allow us
b7757f97-12b3-4be9-a674-a2a910d78421,aheb lacinahcem eht fo yduts eht si scinahcem lios,soil mechanics is the study of the mechanical beha
b614930b-1c91-43a9-b14c-27d506665fb7,essapmocne taht dleif daorb a si gnireenigne livic,civil engineering is a broad field that encompasse
b0828f32-80e2-4d7f-b258-109b0e79239f,"dna ,noitcurtsnoc ,ngised eht si gnireenigne livic","civil engineering is the design, construction, and"
