id,cipher,plain
9d295ce1-cedb-4a8a-a2a2-d87f81c21cd7,qojnwaoaj os l sproies nlxlrd wi lormrlbw lad mla,lightning is a serious hazard to aircraft and can
0570bfc7-7d13-4fe0-b4c8-35c9b24e577a,jeodlamp lad miawriq (j&m) os wnp smopamp ib dorpm,guidance and control (g&c) is the science of direc
b412381a-40cb-4dd5-93f0-25ad7d206347,wnprtidyaltoms os l zrlamn ib fnysoms wnlw dplqs c,thermodynamics is a branch of physics that deals w
720349d4-062a-4e66-a089-9240b3e18598,coad weaapq wpswoaj os l kowlq flrw ib wnp lormrlb,wind tunnel testing is a vital part of the aircraf
0785d39d-47a0-4976-81f3-89ab468b03dd,wnp dyaltoms ib sflmpmrlbw os wnp swedy ib wnp tiw,the dynamics of spacecraft is the study of the mot
38ea7f51-bc24-410e-afce-424b2505593c,mitfrpssozqp bqic os l bqeod bqic oa cnomn wnp dpa,compressible flow is a fluid flow in which the den
c863e3b0-09d1-44a5-ae07-282ac73bded5,bqojnw soteqlwoia os l mitfewpr-jpaprlwpd rpfrpspa,flight simulation is a computer-generated represen
bf4f29a3-7484-4436-8b21-0393078d7bac,lormrlbw alkojlwoia syswpts lrp psspawolq bir slbp,aircraft navigation systems are essential for safe
9e24711a-d723-4737-978c-42177d054e6c,teqwo-dosmofqoalry dpsoja ifwotoxlwoia (tdi) os l,multi-disciplinary design optimization (mdo) is a
c15c641d-806a-4245-b633-5a2e86753820,lormrlbw syswpts oawpjrlwoia os wnp frimpss ib mit,aircraft systems integration is the process of com
122768d6-2ed5-4fd2-8f77-4676fd427003,werzeqpaw bqic os l wyfp ib bqeod bqic wnlw os mnl,turbulent flow is a type of fluid flow that is cha
4b407398-36fc-4f33-9c21-b17817d065ed,nyfprsiaom bqojnw os l wyfp ib bqojnw wnlw immers,hypersonic flight is a type of flight that occurs
7a2e0964-af3b-4b57-a03b-2987b2e06793,tpwpiriqijy os wnp swedy ib wnp lwtisfnprp lad ows,meteorology is the study of the atmosphere and its
662cb610-d23b-4d08-bca3-89d3515424ba,lormrlbw dpsoja os wnp frimpss ib mrplwoaj l apc l,aircraft design is the process of creating a new a
5f03a762-91b7-4827-855d-12b8cd12d133,riziwoms os wnp zrlamn ib pajoapproaj wnlw dplqs c,robotics is the branch of engineering that deals w
3f95906c-157d-4fd6-8d55-f4f237bfb2d6,wnprtidyaltoms os wnp zrlamn ib fnysoms wnlw dplqs,thermodynamics is the branch of physics that deals
1f6d4d03-7d2a-4372-bb75-d41925bce087,lprilmieswoms os wnp swedy ib wnp oawprlmwoia zpwc,aeroacoustics is the study of the interaction betw
6d53f4dd-b948-4778-8065-b4ee5138c477,bqojnw wpswoaj os l mrowomlq flrw ib wnp dpkpqiftp,flight testing is a critical part of the developme
724d0f01-19f8-4a7d-8e41-9d049fe50b72,rldlr os l wpmnaiqijy wnlw esps rldoi clkps wi dpw,radar is a technology that uses radio waves to det
7503e166-0c68-4d78-a681-6ed5421f0a26,pqpmwrom frifeqsoia os l tpwnid ib frifpqqoaj l sf,electric propulsion is a method of propelling a sp
49eb2ace-da4b-4844-b7a3-5fe851d1a6d0,nyfprsiaoms os wnp swedy ib izvpmws wnlw wrlkpq lw,hypersonics is the study of objects that travel at
65e472ce-3124-48e9-9518-2778e31c381c,netla lmwokowops mla nlkp l sojaobomlaw otflmw ia,human activities can have a significant impact on
987eb794-a101-4caf-9296-337672984039,lorbioq os l swrpltqoapd zidy dpsojapd wi fridemp,airfoil is a streamlined body designed to produce
cc331ef3-8afa-4dbb-b033-5004ab920785,lewitlwoia os wnp esp ib wpmnaiqijy wi fprbirt wls,automation is the use of technology to perform tas
eefe5232-a946-4267-b5a5-f85b2719b63b,lprisflmp tlwprolqs lrp l mrowomlq mitfiapaw ib la,aerospace materials are a critical component of an
3a2c6a15-2af1-43a1-a123-6068e2edc402,"tlwprolqs nlkp tlay dobbprpaw frifprwops, oamqedoa","materials have many different properties, includin"
f2a012d7-8037-4ffe-b40e-b891628930ba,"tossoqp jeodlamp, alkojlwoia, lad miawriq (jam) os","missile guidance, navigation, and control (gnc) is"
d7a8d011-69a3-4ee3-9357-9f6689aa8f39,lpripqlswom wloqiroaj os l dpsoja wpmnaouep wnlw o,aeroelastic tailoring is a design technique that i
271737ec-0c75-487a-8c75-30d85e6db1df,werzeqpamp tidpqoaj os l zrlamn ib mitfewlwoialq b,turbulence modeling is a branch of computational f
bd308b94-bfde-49d8-8448-900cd9e40fdb,lswrialewomlq tossoia dpsoja os wnp frimpss ib fql,astronautical mission design is the process of pla
de646bb6-7950-4605-88dd-2cb20127f344,tossoqps lrp jeodpd frivpmwoqps wnlw lrp frifpqqpd,missiles are guided projectiles that are propelled
31971123-7d14-483a-9014-04ed652274a2,dyaltoms os l sibwclrp fqlwbirt wnlw frikodps l ea,dynamics is a software platform that provides a un
68831aa4-70c8-4719-8745-e18d44b329f2,lorbioqs lrp l mrowomlq mitfiapaw ib lay lormrlbw.,airfoils are a critical component of any aircraft.
27fb89b8-7ad0-41b5-901c-ac2124e669b2,qleamn kpnomqps lrp espd wi dpqokpr flyqilds oawi,launch vehicles are used to deliver payloads into
39780d5d-1ef8-4523-884e-ffc74d6ad21f,lswrialewoms os wnp smopamp lad wpmnaiqijy ib sflm,astronautics is the science and technology of spac
d7e3059d-2a1d-40d7-91b4-7c842d81d7b3,mlp os wnp esp ib mitfewpr sibwclrp wi lssosw oa w,cae is the use of computer software to assist in t
5124e48a-dfd1-4066-9fee-5f532b39cf2d,sflmpmrlbw dpsoja os wnp frimpss ib dpkpqifoaj l s,spacecraft design is the process of developing a s
97822bc0-d3a9-4597-a215-2fbed8031691,rpeslzqp qleamn kpnomqps (rqks) mla zp espd tirp w,reusable launch vehicles (rlvs) can be used more t
c0ff4b9b-854c-437e-bf69-a8f438168748,sflmpmrlbw dyaltoms os wnp swedy ib wnp tiwoia ib,spacecraft dynamics is the study of the motion of
c9d7ddc0-8f01-4231-85e6-0dbacd83a6e7,l spasir os l dpkomp wnlw tplserps l fnysomlq uela,a sensor is a device that measures a physical quan
699927fb-39b1-4338-a1c7-94ee1cde56a5,lprilmieswoms os wnp swedy ib wnp oawprlmwoia zpwc,aeroacoustics is the study of the interaction betw
a8960a1c-0a8b-45bf-b2d8-06e03998d00e,wnp dpsoja ib mrlsncirwny swremwerps os l mitfqpg,the design of crashworthy structures is a complex
7d4f1c3e-85a2-43a9-ad82-3be7212f3f5e,werzeqpaw bqic os l wyfp ib bqeod bqic wnlw os mnl,turbulent flow is a type of fluid flow that is cha
0e8b8eb5-ba0c-4ed7-a926-15f20842c87d,omoaj os l sproies nlxlrd wi lormrlbw slbpwy. ow m,icing is a serious hazard to aircraft safety. it c
b534191f-fd4a-4a2a-a93e-442e2479ef51,lormrlbw cpojnw rpdemwoia os l mrowomlq blmwir oa,aircraft weight reduction is a critical factor in
3243a339-cd26-421d-8037-de72c79b82ce,lormrlbw bqojnw miawriq os wnp esp ib l mitzoalwoi,aircraft flight control is the use of a combinatio
9bc52671-3599-4836-aeae-d008cf6235f6,mbd os l zrlamn ib bqeod tpmnlaoms wnlw esps aetpr,cfd is a branch of fluid mechanics that uses numer
c57fd585-c6f5-4fe8-9406-4b1c438fe242,rpqolzoqowy pajoapproaj os wnp dosmofqoap ib paser,reliability engineering is the discipline of ensur
416fac00-e8fd-4712-9b09-b643618a1756,easwlzqp lormrlbw lrp lormrlbw wnlw nlkp l alwerlq,unstable aircraft are aircraft that have a natural
d54f9d04-09c6-4cbf-b5b9-b9e0705a607a,lormrlbw lmieswoms os wnp swedy ib siead fridempd,aircraft acoustics is the study of sound produced
f0333b83-e095-41cb-a1ca-d8ffc7e3d886,syswpts pajoapproaj os l teqwodosmofqoalry lffrilm,systems engineering is a multidisciplinary approac
1197aa53-9c76-41de-9bc7-717e751abe9b,nyfprsiaom bqojnw os l bopqd ib lprisflmp pajoappr,hypersonic flight is a field of aerospace engineer
bd0772d3-0e4f-4cf1-ac30-712cb15fa1a1,sflmpmrlbw swremwerps lrp wnp syswpts wnlw frikodp,spacecraft structures are the systems that provide
c519e321-26a2-4b6e-b0b3-ac978d33a439,frifeqsoia syswpts lrp l mrowomlq mitfiapaw ib lay,propulsion systems are a critical component of any
27a3d8a6-42af-41ab-a144-154f15bc4d77,syswpts pajoapproaj os la oawprdosmofqoalry bopqd,systems engineering is an interdisciplinary field
3b9e8d41-c843-449f-8334-f18d79ded46a,bqojnw tpmnlaoms os wnp swedy ib wnp birmps lmwoaj,flight mechanics is the study of the forces acting
9b85e230-6866-40f2-baf3-d577907493c4,wnprtlq friwpmwoia os l mrowomlq dpsoja miasodprlw,thermal protection is a critical design considerat
b1b6a54b-497a-490b-8bb8-e573ffcc1f26,l miawriq syswpt os l syswpt wnlw esps bppdzlmh wi,a control system is a system that uses feedback to
d9298915-2d28-4e4d-bc3b-ecaa4ae982da,"lprisflmp tlwprolqs tesw zp qojnwcpojnw, swriaj, d","aerospace materials must be lightweight, strong, d"
3255a06e-0573-42a8-94f5-8abaaa755e2e,elks lrp oamrplsoajqy zpoaj espd bir serkpoqqlamp,uavs are increasingly being used for surveillance
63ccf420-82c9-4bdf-8d76-db0e768b11ed,lprisflmp noswiry swlrwpd cown howps oa lamopaw mn,aerospace history started with kites in ancient ch
fd3b0f78-fa20-439d-bbe0-4eb8c60b5ac1,nyfprsiaom bqic os l wyfp ib bqeod bqic wnlw immer,hypersonic flow is a type of fluid flow that occur
b544d0e4-084c-4050-b480-7226e9f7e85d,wnprtlq tlaljptpaw os wnp frimpss ib miawriqqoaj w,thermal management is the process of controlling t
1188ed83-95c7-4858-a089-288dba5fb86d,werzeqpamp os l mnliwom bqic ib l bqeod mnlrlmwpro,turbulence is a chaotic flow of a fluid characteri
9a91bbfb-1c83-402b-9c7b-476888bd91e2,oaprwolq jeodlamp os l alkojlwoia syswpt wnlw esps,inertial guidance is a navigation system that uses
b21ce1db-9d42-4036-8ee0-3691dfda0669,l xpri-j pakoriatpaw os iap oa cnomn wnp apw jrlko,a zero-g environment is one in which the net gravi
10ea041d-8903-4e57-a070-ccf9e68f1a5f,sflmp rldolwoia os l tlvir nlxlrd wi lswrialews. -,space radiation is a major hazard to astronauts. -
f8e9bc4d-fa0a-4a63-99a7-0aac1ca523e1,jam os wnp dosmofqoap wnlw dplqs cown wnp fqlaaoaj,gnc is the discipline that deals with the planning
cef6c900-e468-48eb-89b2-a33f638b0244,lormrlbw frifeqsoia os wnp frimpss ib jpaprlwoaj w,aircraft propulsion is the process of generating t
dcf03552-7c71-4f76-91ba-627038bedb96,lprisflmp syswpts lrp l mitfqpg mitzoalwoia ib nlr,aerospace systems are a complex combination of har
42d0b304-2358-4785-b4ea-114806af60b5,nyfprsiaom bqojnw os l bopqd ib lprisflmp pajoappr,hypersonic flight is a field of aerospace engineer
83a9bf67-7a2f-4477-993c-8e5d2a1cc0ad,nyfprsiaom bqic os l wyfp ib bqeod bqic wnlw immer,hypersonic flow is a type of fluid flow that occur
3b1eac7f-2fa9-46b0-adb2-32cfdc6f0cbb,l zieadlry qlypr os l wnoa rpjoia ib bqeod oa wnp,a boundary layer is a thin region of fluid in the
5770e22f-d0ef-40bf-a99c-2620b291703f,sflmpmrlbw wrlvpmwiry ifwotoxlwoia os wnp frimpss,spacecraft trajectory optimization is the process
49b7461e-f2e8-4265-b26f-f286db8cfc8c,frifeqsoia syswpts lrp dpkomps wnlw frikodp wnp bi,propulsion systems are devices that provide the fo
88cd9bf0-ce26-4869-b157-3d9d85285b83,bqojnw wpswoaj os l mrowomlq flrw ib wnp dpkpqiftp,flight testing is a critical part of the developme
08328d9b-ccce-4a4a-b33f-a56505529d89,elks lrp oamrplsoajqy zpoaj espd bir wlrjpw lmueos,uavs are increasingly being used for target acquis
693aa82b-b039-462c-a48d-ec14f18ef1fe,fniwiaoms os wnp swedy ib qojnw lad ows oawprlmwoi,photonics is the study of light and its interactio
22abeec9-3884-4676-866b-5bf4a5340dbd,clkp frifljlwoia os wnp frimpss zy cnomn clkps wrl,wave propagation is the process by which waves tra
1b152890-addb-414c-94ea-8b9b8987507d,tlsiary os wnp lrw lad mrlbw ib zeoqdoaj swremwerp,masonry is the art and craft of building structure
7137a9b2-54ff-451c-8460-01355fb90c9d,wotzpr swremwerps lrp l wyfp ib zeoqdoaj miaswremw,timber structures are a type of building construct
4db4dd61-3edf-4945-af51-bcfe9df0c754,oabrlswremwerp os wnp bieadlwoia ib lay simopwy. o,infrastructure is the foundation of any society. i
948aac50-6918-4cb6-8717-23bb0e4edcbd,sioq swlzoqoxlwoia os l frimpss wnlw os espd wi ot,soil stabilization is a process that is used to im
e8cbee44-7ab7-46f4-bc31-1e6d194d17b7,seswloalzqp dpkpqiftpaw os l dpkpqiftpaw wnlw tppw,sustainable development is a development that meet
a2a21f13-e77a-47fa-8ce1-da81a7122c0e,pakoriatpawlq otflmw lsspsstpaw (pol) os l syswptl,environmental impact assessment (eia) is a systema
faa10f38-bcff-47f3-98fa-fe590d5298d9,mqotlwp mnlajp ldlfwlwoia os wnp frimpss ib tlhoaj,climate change adaptation is the process of making
95b2eec8-9b40-4028-882e-a14f4ab080a8,oabrlswremwerp os wnp bieadlwoia ib l tidpra simop,infrastructure is the foundation of a modern socie
01afc88b-9ef6-4341-901f-1afcdd45880d,bieadlwoia os wnp flrw ib l swremwerp wnlw wrlasbp,foundation is the part of a structure that transfe
2748d55b-ed2e-4616-af64-825cffe957f0,lorfirws lrp mrowomlq fopmps ib oabrlswremwerp wnl,airports are critical pieces of infrastructure tha
31521938-f8bd-4e37-aff6-1399a1283cf0,mokoq pajoapproaj os wnp lrw lad smopamp ib dpsoja,civil engineering is the art and science of design
b2ae4c17-9ea4-4bd6-a878-5489850425ed,rpnlzoqowlwoia os l frimpss ib rpswiroaj beamwoia,rehabilitation is a process of restoring function
223a04ca-a953-4e04-a571-08f846d384e9,mrlmhs oa zeoqdoajs mla zp mlespd zy swremwerlq os,cracks in buildings can be caused by structural is
42ad8952-16ac-4d7d-b4fd-0551b6b7b5b1,clwpr seffqy lad clswpclwpr wrplwtpaw lrp psspawol,water supply and wastewater treatment are essentia
28405c26-bed2-4dd4-be81-68e48bf9e4f1,"oabrlswremwerp os wnp bieadlwoia ib lay pmiaity, l","infrastructure is the foundation of any economy, a"
